========================================================================================================================
MODEL PROFILING RESULTS
========================================================================================================================
PERFORMANCE METRICS:
------------------------------------------------------------------------------------------------------------------------
Batch    Status   Latency (ms)              Throughput   Memory (MB)  MB/Sample    Memory %
925      OK       924.47 ± 4.94 (922.06-939.22)    1000.6        11019.1       11.9      22.6%
926      OK       925.33 ± 6.13 (922.63-943.69)    1000.7        11032.1       11.9      22.7%
927      OK       926.03 ± 4.65 (923.73-939.91)    1001.0        11042.6       11.9      22.7%
928      OK       916.84 ± 5.87 (914.14-934.40)    1012.2        11056.1       11.9      22.7%
929      OK       927.96 ± 4.76 (925.73-942.13)    1001.1        11068.4       11.9      22.7%
930      OK       929.52 ± 6.04 (926.87-947.60)    1000.5        11079.5       11.9      22.8%
931      OK       932.02 ± 5.79 (929.53-949.34)     998.9        11091.2       11.9      22.8%
932      OK       918.55 ± 3.81 (916.65-929.96)    1014.6        11102.2       11.9      22.8%
933      OK       932.27 ± 6.05 (929.53-950.37)    1000.8        11113.5       11.9      22.8%
934      OK       935.86 ± 3.81 (934.17-947.28)     998.0        11125.3       11.9      22.9%
935      OK       936.86 ± 4.14 (934.88-949.23)     998.0        11138.1       11.9      22.9%
936      OK       923.25 ± 4.95 (920.68-937.96)    1013.8        11151.5       11.9      22.9%
937      OK       939.08 ± 5.71 (935.43-956.07)     997.8        11162.4       11.9      22.9%
938      OK       937.27 ± 4.71 (934.52-951.27)    1000.8        11173.8       11.9      23.0%
939      OK       940.85 ± 4.06 (939.00-953.00)     998.0        11186.4       11.9      23.0%
940      OK       927.11 ± 4.61 (924.90-940.90)    1013.9        11197.1       11.9      23.0%
941      OK       939.66 ± 4.73 (937.53-953.81)    1001.4        11208.3       11.9      23.0%
942      OK       941.23 ± 4.83 (939.41-955.70)    1000.8        11221.7       11.9      23.1%
943      OK       942.04 ± 4.81 (940.01-956.45)    1001.0        11232.5       11.9      23.1%
944      OK       931.13 ± 5.39 (928.35-947.20)    1013.8        11244.4       11.9      23.1%
945      OK       943.98 ± 4.98 (941.82-958.90)    1001.1        11256.3       11.9      23.1%
946      OK       945.10 ± 4.43 (942.99-958.31)    1001.0        11268.0       11.9      23.2%
947      OK       948.43 ± 4.31 (946.44-961.34)     998.5        11280.3       11.9      23.2%
948      OK       935.08 ± 4.33 (932.81-947.94)    1013.8        11292.4       11.9      23.2%
949      OK       949.14 ± 6.28 (946.68-967.96)     999.9        11303.5       11.9      23.2%
950      OK       952.03 ± 5.55 (949.51-968.66)     997.9        11315.2       11.9      23.2%
951      OK       949.85 ± 4.68 (947.55-963.87)    1001.2        11326.5       11.9      23.3%
952      OK       939.20 ± 6.33 (936.15-958.11)    1013.6        11339.7       11.9      23.3%
953      OK       951.79 ± 5.03 (949.35-966.80)    1001.3        11349.7       11.9      23.3%
954      OK       953.24 ± 4.80 (951.32-967.63)    1000.8        11362.2       11.9      23.3%
955      OK       954.57 ± 4.83 (952.39-968.99)    1000.4        11376.5       11.9      23.4%
956      OK       942.84 ± 6.57 (939.78-962.50)    1014.0        11387.3       11.9      23.4%
957      OK       957.31 ± 4.49 (954.36-970.48)     999.7        11398.0       11.9      23.4%
958      OK       957.54 ± 4.88 (955.13-972.10)    1000.5        11410.4       11.9      23.4%
959      OK       957.83 ± 4.51 (955.88-971.33)    1001.2        11421.3       11.9      23.5%
960      OK       947.06 ± 4.82 (944.65-961.47)    1013.7        11432.4       11.9      23.5%
961      OK       962.57 ± 4.49 (959.82-975.94)     998.4        11445.8       11.9      23.5%
962      OK       961.01 ± 4.70 (958.92-975.08)    1001.0        11456.8       11.9      23.5%
963      OK       965.52 ± 5.79 (963.28-982.88)     997.4        11468.8       11.9      23.6%
964      OK       951.88 ± 4.73 (949.26-965.90)    1012.7        11481.6       11.9      23.6%
965      OK       963.58 ± 4.98 (960.81-978.47)    1001.5        11492.2       11.9      23.6%
966      OK       965.04 ± 4.21 (962.75-977.60)    1001.0        11504.6       11.9      23.6%
967      OK       966.47 ± 4.65 (964.08-980.37)    1000.6        11516.4       11.9      23.7%
968      OK       955.36 ± 6.04 (952.42-973.40)    1013.2        11529.5       11.9      23.7%
969      OK       967.89 ± 4.99 (966.03-982.85)    1001.2        11539.8       11.9      23.7%
970      OK       968.74 ± 4.83 (966.54-983.19)    1001.3        11550.8       11.9      23.7%
971      OK       970.63 ± 6.29 (968.01-989.49)    1000.4        11563.9       11.9      23.8%
972      OK       958.57 ± 3.94 (956.58-970.35)    1014.0        11574.2       11.9      23.8%
973      OK       972.60 ± 4.54 (970.60-986.16)    1000.4        11587.3       11.9      23.8%
974      OK       973.02 ± 5.06 (970.84-988.19)    1001.0        11600.5       11.9      23.8%
975      OK       974.32 ± 5.75 (971.93-991.56)    1000.7        11611.4       11.9      23.9%
976      OK       963.35 ± 6.22 (960.04-981.96)    1013.1        11623.1       11.9      23.9%
977      OK       977.51 ± 4.61 (975.03-991.25)     999.5        11634.4       11.9      23.9%
978      OK       977.27 ± 6.28 (974.48-996.09)    1000.7        11645.1       11.9      23.9%
979      OK       980.99 ± 4.29 (979.29-993.84)     998.0        11656.9       11.9      24.0%
980      OK       966.50 ± 4.67 (964.52-980.49)    1014.0        11669.9       11.9      24.0%
981      OK       980.05 ± 4.59 (977.83-993.72)    1001.0        11681.2       11.9      24.0%
982      OK       984.03 ± 5.77 (981.29-1001.30)     997.9        11693.2       11.9      24.0%
983      OK       981.41 ± 4.04 (979.61-993.52)    1001.6        11705.7       11.9      24.1%
984      OK       971.49 ± 4.81 (969.20-985.84)    1012.9        11718.3       11.9      24.1%
985      OK       984.58 ± 5.14 (982.24-999.97)    1000.4        11728.8       11.9      24.1%
986      OK       984.67 ± 4.80 (982.82-999.03)    1001.3        11740.3       11.9      24.1%
987      OK       988.79 ± 4.55 (986.49-1002.40)     998.2        11753.6       11.9      24.1%
988      OK       974.04 ± 4.42 (972.05-987.23)    1014.3        11764.1       11.9      24.2%
989      OK       988.39 ± 5.13 (985.37-1003.52)    1000.6        11775.1       11.9      24.2%
990      OK       991.40 ± 5.93 (989.10-1009.17)     998.6        11788.1       11.9      24.2%
991      OK       990.39 ± 4.68 (987.98-1004.39)    1000.6        11798.6       11.9      24.2%
992      OK       978.42 ± 6.33 (975.86-997.37)    1013.9        11812.1       11.9      24.3%
993      OK       993.84 ± 5.00 (990.37-1008.56)     999.1        11824.4       11.9      24.3%
994      OK       993.18 ± 5.87 (990.63-1010.75)    1000.8        11835.5       11.9      24.3%
995      OK       995.28 ± 6.34 (992.40-1014.26)     999.7        11847.2       11.9      24.3%
996      OK       982.63 ± 5.12 (980.58-997.93)    1013.6        11858.2       11.9      24.4%
997      OK       996.39 ± 6.43 (993.66-1015.66)    1000.6        11869.5       11.9      24.4%
998      OK       996.55 ± 5.00 (994.30-1011.48)    1001.5        11881.3       11.9      24.4%
999      OK       1000.87 ± 4.69 (998.65-1014.88)     998.1        11894.1       11.9      24.4%
1000     OK       986.69 ± 5.03 (984.15-1001.57)    1013.5        11907.5       11.9      24.5%
1001     OK       1000.57 ± 6.67 (997.25-1020.48)    1000.4        11918.4       11.9      24.5%
1002     OK       1000.82 ± 4.62 (999.08-1014.67)    1001.2        11929.8       11.9      24.5%
1003     OK       1002.31 ± 5.03 (1000.04-1017.33)    1000.7        11942.4       11.9      24.5%
1004     OK       989.98 ± 4.90 (987.55-1004.59)    1014.2        11953.1       11.9      24.6%
1005     OK       1003.59 ± 4.52 (1001.10-1017.08)    1001.4        11964.3       11.9      24.6%
1006     OK       1007.40 ± 4.26 (1005.29-1020.14)     998.6        11977.7       11.9      24.6%
1007     OK       1005.42 ± 5.16 (1003.25-1020.86)    1001.6        11988.5       11.9      24.6%
1008     OK       994.92 ± 6.44 (991.82-1014.18)    1013.1        12000.4       11.9      24.7%
1009     OK       1008.42 ± 5.26 (1005.90-1024.09)    1000.6        12012.3       11.9      24.7%
1010     OK       1009.15 ± 5.20 (1006.75-1024.71)    1000.8        12024.0       11.9      24.7%
1011     OK       1013.44 ± 4.62 (1011.29-1027.21)     997.6        12036.3       11.9      24.7%
1012     OK       997.61 ± 4.48 (995.26-1010.92)    1014.4        12048.4       11.9      24.8%
1013     OK       1012.13 ± 6.03 (1009.53-1030.18)    1000.9        12059.5       11.9      24.8%
1014     OK       1013.40 ± 6.66 (1010.26-1033.32)    1000.6        12071.2       11.9      24.8%
1015     OK       1014.42 ± 5.31 (1011.97-1030.28)    1000.6        12082.5       11.9      24.8%
1016     OK       1002.03 ± 6.29 (999.28-1020.86)    1013.9        12095.7       11.9      24.9%
1017     OK       1016.29 ± 5.22 (1013.79-1031.86)    1000.7        12105.7       11.9      24.9%
1018     OK       1017.14 ± 5.36 (1014.54-1033.07)    1000.8        12118.2       11.9      24.9%
1019     OK       1017.45 ± 5.17 (1014.67-1032.87)    1001.5        12132.5       11.9      24.9%
1020     OK       1006.47 ± 6.47 (1003.61-1025.77)    1013.4        12143.3       11.9      25.0%
1021     OK       1020.16 ± 4.35 (1018.01-1033.13)    1000.8        12154.0       11.9      25.0%
1022     OK       1020.56 ± 5.25 (1018.12-1036.26)    1001.4        12166.4       11.9      25.0%
1023     OK       1021.51 ± 4.68 (1019.60-1035.55)    1001.5        12177.3       11.9      25.0%
1024     OK       1009.34 ± 4.73 (1007.18-1023.48)    1014.5        12188.4       11.9      25.0%
------------------------------------------------------------------------------------------------------------------------
PERFORMANCE ANALYSIS:
------------------------------------------------------------
Optimal Configurations:
├─ Best Throughput:
│  ├─ Batch Size: 932
│  ├─ Throughput: 1014.6 samples/sec
│  ├─ Latency: 918.55 ms
│  └─ Memory: 11102.2 MB
├─ Best Latency:
│  ├─ Batch Size: 2
│  ├─ Latency: 13.83 ± 1.13 ms
│  └─ Throughput: 144.7 samples/sec
Scaling Analysis:
├─ Batch Size Range: 1 → 1024
├─ Throughput Scaling: 14.09x
├─ Latency Scaling: 72.69x
└─ Memory Scaling: 90.27x
System Information:
├─ Device: NVIDIA RTX A6000
├─ CUDA Version: 12.4
├─ Compute Capability: 8.6
└─ Total GPU Memory: 48669.8 MB
Test Configuration:
├─ Model Configuration:
│  ├─ Name: EfficientNetV2-S
│  ├─ Type: EfficientNet
│  ├─ Parameters: 21,458,488
│  └─ Input Shape: (3, 384, 384)
├─ Dataset Configuration:
│  ├─ Name: CIFAR-10
│  ├─ Size: 5,000 samples
│  └─ Input Shape: (3, 384, 384)
└─ Test Parameters:
   ├─ Warmup Runs: 3
   ├─ Measurement Runs: 10
   ├─ Batch Size Step: 1
   └─ Early Stopping Threshold: 0.01
========================================================================================================================
